ID;language;definiendum;definition source;definition;
D1.0119;HR;crvenica;Roglić, 1973;"crvenica – crvenkasto tlo, nastalo kao zaostatak otapanja vapnenaca u uvjetima tople i dosta vlažne klime; kao klimatogeno tlo moglo je nastati i rastrožbom drugih stijena, te je transportirano u krške pukotine, gdje se očuvalo. Crvena boja je uvjetovana oksidimame tala. Primarni položaj c. je kao sloj B, ispod površinskog humusnog sloja A, tj. u neposrednom dodiru s vapnencem (v. kontaktna korozija). Površinski položaj je sekundaran i posljedica spiranja sloja A. U krajevima koji suvremenim pedogenetskim uvjetima ne odgovaraju ovom tlu c. je indikator paleoklimatskih prilika. Ovlažena c. ima osobine gline te zadržava procjeđivanje vode; prije cementa je, miješana s vapnom, korištena za uređenje rezervoara kišnice.";
D1.0120;SL;karbonatna kamnina;Gams et al., 1973;karbonatna kamnina: Usedlina, ki jo v glavnem sestavljajo soli ogljikove kisline. Na Dinarskem krasu sta apnenec in dolomit najbolj razširjeni karbonatni kamnini, na katerih se razvija karbonatni kras.;
D1.0120;HR;karbonatnatna stijena;Roglić, 1973;karbonatnatna stijena – sedimentna stijena koja je sastavljena od minerala kalcita (v.) i dolomita (v.). Taloženu stijenu sastavljenu od kalcita nazivamo vapnenac (v.), a od dolomita dolomit (v.). Dolomiti su uglavnom postali dolomitizacijom (v.) vapnenaca.;
D1.0121;SL;kraška ilovica;Gams et al., 1973;kraška ilovica: V ožjem smislu ilovnati netopni ostanek karbonatnih kamnin na krasu. V širšem smislu prst (zemlja) na krasu ne glede na njeno teksturo.;
D1.0122;SL;kraška kamnina;Gams et al., 1973;kraška kamnina: Kamnina, v kateri nastopajo kraški pojavi.;
D1.0123;SL;lehkovec;Gams et al., 1973;lehnjak, lehkovec, maček: Lahek, porozen, staničen kalcijev karbonat, ki se useda (inkrustira) v dnu ali v gladini kraških voda, često na rastline.;
D1.0123;SL;maček;Gams et al., 1973;lehnjak, lehkovec, maček: Lahek, porozen, staničen kalcijev karbonat, ki se useda (inkrustira) v dnu ali v gladini kraških voda, često na rastline.;
D1.0123;SL;lehnjak;Gams et al., 1973;lehnjak, lehkovec, maček: Lahek, porozen, staničen kalcijev karbonat, ki se useda (inkrustira) v dnu ali v gladini kraških voda, često na rastline.;
D1.0123;HR;sedra;Roglić, 1973;"sedra – šupljikavi vapnenac koji je nastao taloženjem iz tvrdih voda (v.). Prozračivanjem vode koja sadrži kalcijev bikarbonat [Ca(HCO3)2] oslobađa se CO2 i tako se obara kalcijev karbonat, odnosno sedra (CaCO3), koja se hvata kao kora (v. inkrustacija) na predmetima i vegetaciji. Sedra se taloži u čistim protočnim vodama, čija brzina (do 3,5 m/sek) ne ugrožava život organizama. Na sedrenim taložinama nasta ju povoljni ekološki uvjeti za određenu hidro i kalcifilnu životnu zajednicu, osobito neke vrste mahovina. Rastom sedre mijenjaju se ekološki uvjeti, što se odražava u smjeni životnih zajednica. Sedra se taloži na temperaturama iznad 14° C; i pored velikog alkaliteta sedra se ne taloži u hladnim krajevima. Sedra je indikator klime i ekoloških prilika. Poznata su izlučivanja sedre na vrelima (v. inkrustiraju će vrelo), posebno toplim, te na brzacima i slapovima tekućica u kršu. Vlažna sedra se lako obrađuje, a suha je cijenjen i dobar građevinski kamen. U Dinarskom kršu su posebno važne sedrene tvorevine (v.) na brzacima, slapovima i vodopadima Korane, Krke, Une, Plive i dr.";
D1.0124;SL;lezika;Gams et al., 1973;lezika: Stik dveh skladov, medskladovna (medslojna) ploskev ali špranja.;
D1.0125;SL;nasičena voda;Gams et al., 1973;nasičena voda: V kraški geomorfologiji voda, ki ni več sposobna korodirati. Nasprotje agresivni vodi.;
D1.0125;HR;zasićena voda;Roglić, 1973;zasićena voda – voda koja je u kemijskom ekvilibriju s determinirajućim uvjetima, osobitim indeksom pH, te prestaje njena agresivnost (v. agre sivna voda). Pri temperaturi od 25°C i normalnom tlaku zasićena voda sadrži 30-50 ppm kalcija.;
D1.0126;SL;odcedna voda;Gams et al., 1973;odcedna voda: Kraška voda, ki tvori glavnino recnega pretoka po daljši suši. Voda, ki se počasi preceja skozi kraško gmoto do vecjih žil.;
D1.0127;SL;periodično jezero;Gams et al., 1973;periodično jezero, obdobno jezero: Jezero, ki obdobno presiha.;
D1.0127;SL;obdobno jezero;Gams et al., 1973;periodično jezero, obdobno jezero: Jezero, ki obdobno presiha.;
D1.0128;SL;podorni stožec;Gams et al., 1973;podorni stožec: Stožčast kup skalovja v jami, najčešce na dnu vhodnih brezen.;
D1.0129;SL;eforacijski tok;Gams et al., 1973;Eforacijski tok oblikuje eforacijski prečni profil. Zanj so značilne okroglaste oblike in je značilen za rove, ki so nastali s pretokom vode pod tlakom.;
D1.0130;SL;predkraška faza;Gams et al., 1973;predkraška faza: Doba v razvoju površja pred začetkom zakrasevanja, ko je vladal na površju rečni (normalni) relief. Besedo uporabljajo takrat, kadar je tej fazi sledila kraška faza oziroma nastajanje krasa.;
D1.0131;SL;presihajoče jezero;Gams et al., 1973;presihajoče jezero: Jezero, ki se občasno presuši.;
D1.0132;SL;psevdovrtača;Gams et al., 1973;Psevdovrtača, nekraška vrtača: Vrtačasta oblika v nekarbonatni kamnini.;
D1.0132;SL;nekraška vrtača;Gams et al., 1973;Psevdovrtača, nekraška vrtača: Vrtačasta oblika v nekarbonatni kamnini.;
D1.0132;HR;pseudoponikva;Roglić, 1973;pseudoponikva - ponikvasti oblik u stijenama koje nisu podložne krškom procesu, a nastao je mehaničkim trošenjem (izmjene temperatura, utjecaj leda) ili sufozijskim ispiranjem, a manje kemijskim procesima.;
D1.0133;SL;psevdoškraplja;Gams et al., 1973;psevdoškraplja, nekraška škraplja: Škraplja v nekarbonatni kamnini.;
D1.0133;SL;nekraška škraplja;Gams et al., 1973;psevdoškraplja, nekraška škraplja: Škraplja v nekarbonatni kamnini.;
D1.0134;HR;špiljske naslage;Vrbanac, 2013;"špiljske naslage : Akumulacija materijala u špilji kojeg ne čine sige, kao što su fosili, ostaci kostiju i
kršja donesenog poplavama, kao i glina, silt, pijesak i šljunak.";
D1.0135;HR;špiljski ahat;Vrbanac, 2013;špiljski ahat : Kompaktne prugaste naslage kalcita ili aragonita nađene u špiljama, visokog sjaja i nalik pravom oniksu.;
D1.0136;HR;lublinit;Vrbanac, 2013;lublinit : Vrlo mekana, sirasta ili spužvasta mješavina kalcita i vode. ;
D1.0137;HR;mamilaran;Vrbanac, 2013;"mamilaran : 1 Varijetet zaobljene podvodne prevlake. 2 Zaobljena siga koja se sastoji
od karbonatnog sloja koji prekriva čvrstu stijenu.";
D1.0138;HR;mramorni oniks;Vrbanac, 2013;mramorni oniks : Kompaktni, obično prugasti, općenito providni varijetet kalcita (ili rjeđe aragonita) nalik na pravi oniks. Obično se taloži iz hladnih vodenih otopina, često u formi stalaktita i stalagmita u špiljama.;
D1.0139;HR;gomila stijena;Vrbanac, 2013;gomila stijena : Hrpa fragmenata stijena u špilji, obično nastala lokalnim obrušavanjem.;
D1.0140;HR;salitra;Vrbanac, 2013;salitra : Speleološki izraz za zemljaste špiljske naslage od nitratnih minerala.;
D1.0141;HR;hrpa zemlje;Vrbanac, 2013;"hrpa zemlje : Konična hrpa zemlje koja se akumulira na dnu špilje ispod pukotina i cijevi na stropu
kojima se filtrira s površine.";
D1.0142;HR;alohtoni sediment;Roglić, 1973;alohtoni sediment – nanosi koji potječu iz drugog kraja.;
D1.0143;HR;anhidrit;Roglić, 1973;anhidrit – sulfat kalcija (CaS04) koji se pod utjecajem vode pretvara u sadru (v.), pri čemu dolazi do širenja.;
D1.0144;HR;autohtoni sediment;Roglić, 1973;autohtoni sediment – taložine koje se sastoje od trošina matičnih stijena u podlozi.;
D1.0145;HR;bočata voda;Roglić, 1973;bočata voda – slankasta voda koja nastaje miješanjem slatke vode i mora ili procjeđivanjem morske vode u priobalska jezera i bunare (v. šepurina).;
D1.0146;HR;dekalcifikacijska glina;Roglić, 1973;"dekalcifikacijska glina – glina koja je produkt dekalcifikacije karbonatnih stijena. Sastoji se prvenstveno od oksida aluminija, ali zaostaje i do 20% kalcijeva karbonata; pri većem udjelu oksida željeza i magnezija imamo crvenicu (v.); dekalcifikacijom krede i nekih vapnenaca izdvajaju se kremene konkrecije. Prema intenzitetu ispiranja izdvajaju se iliti, montmorilo niti i kaoliniti. Mnoge gline su u krške šupljine nanijete  sa strane; to iluvijalno podrijetlo se utvrđuje mineraloškom analizom i važno je za rekonstrukciju evolucije reljefa.";
D1.0147;HR;eluvij;Roglić, 1973;eluvij – rahli pokrov koji je nastao trošenjem stijene u podlozi.;
D1.0148;HR;gomila;Roglić, 1973;"gomila – narodni termin za umjetnu, rjeđe prirodnu nakupinu stjenovitog kršja. G. su česti prethistorijski spomenici u pojasu po kretnog submediteranskog stočarenja, a posebno su karakteristične za krčevine na kršu; svaki rad na kršu povezan je s izdvajanjem stjenovitih od rahlih dijelova i njihovim gomilanjem u gomile. I gelifrakcijom (v.) u pla ninskom kršu nastaju gomilasti oblici. G. često susrećemo u toponimima.";
D1.0149;HR;iluvij;Roglić, 1973;iluvij – termin obuhvaća naslage koje su nanijete i nataložene u krškim šupljinama.;
D1.0150;HR;kalcij;Roglić, 1973;kalcij – element (Ca) koji sudjeluje u sastavu Zemljine kore s 3 – 4% i ulazi u sastav kalcita (v.), odnosno vapnenaca (v.), koji prekrivaju gotovo petinu površine kopna. K. je važan za plodnost tla, jer se javlja u spojevima koje biljke asimiliraju.;
D1.0151;HR;klastiti;Roglić, 1973;klastiti – stijene sastavljene od zrna različitih minerala ili stijena. Zrna mogu biti različite veličine i oblika, a cementirana su agregatom karbonata, limonita i dr.;
D1.0152;HR;konglomerat;Roglić, 1973;"konglomerat – klastična stijena nastala cementnim vezivanjem valutica, otuda i naziv “valutičnjak”. Valutice kao i cement koji ih spaja mogu biti različitog sastava; za krš su karakteristični vapnenački konglomerati, čije je vezivo od kalcijeva karbonata, koji dominira i u sastavu valutica.";
D1.0153;HR;lapor;Roglić, 1973;"lapor – slojevita stijena, smjesa gline i kalcita (rjeđe dolomita), deponirana je u jezerima i moru tokom mlađih geoloških razdoblja. Udio gline koleba između 25-75%; povećanjem tog udjela prelazi u vapnene lapore, a smanjenjem u laporaste vapnence. ";
D1.0154;HR;magnezij;Roglić, 1973;magnezij – kemijski element (Mg) koji čini 2-3% sastava stijena Zemljine kore. U karbonatnim stijenama ga nalazimo kao dvojni karbonat kalcija i magnezija. CaMg(CO3)2 (dolomit, v.).;
D1.0155;HR;odron;Roglić, 1973;odron – stjenovita gomila koja je produkt odronjavanja ;
D1.0156;HR;pećinski ukras;Roglić, 1973;pećinski ukras – sigaste konkrecije na stropovima i stranama pećina (v. sigaste tvorevine).;
D1.0157;HR;polčasti vapnenac;Roglić, 1973;pločasti vapnenac – vapnenac koji je uslojen u tanke slojeve i lako se cijepa u ploče (v.).;
D1.0158;HR;postinje;Roglić, 1973;postinje  – naziv za prostor ispod stjenovitih strmaca, što je česti položaj u kršu. Termin susrećemo i u toponimima.;
D1.0159;HR;prokapnica;Roglić, 1973;prokapnica – voda koja prokapljuje kroz pukotine na stropu spilja i pećina. ;
D1.0160;HR;proplanak;Roglić, 1973;proplanak – istaknuti i ravniji dio padine, izdvojen strminama. P. je važan u društvenom životu: obradivo tlo, pašnjak i smještaj naselja. Uvjetovan je litološkim razlikama i strukturnim odnosima.;
D1.0161;HR;sedrene tvorevine;Roglić, 1973;"sedrene tvorevine - naseljavaju se na mjestima prozračivanja alge i mahovine i drugi hidrofiti. Oko tih “sedrotvoraca” hvata se vapnena kora okamenjuje starije dijelove. Na taj način naraste sedreni prag, koji pregrađuje korito. Postepeno se prag izdiže i preraste u ustavu ili barijeru, iza koje se tekućica ujezeruje. Voda se prelijeva preko najnižeg dijela ustave i preliv se vremenom pomiče, održavajući izrazitu horizontalnost gornjeg ruba; zbog toga u nekim literaturama sedrene ustave nazivaju terasama.
daljim razvojem sedrene ustave dobiju veoma složenu građu i izgled. Otjecanjem vode i inkrustiranjem (v.) vegetacije u nizvodnom smjeru se razvija istaknuti nos ili spuštena brada. Razlijevanjem i pomicanjem mlazeva, koje prati i ispod njih se okamenjuje vegetacija, razvijaju se svodovi slikovitih baldahina. Baldahini, brade, podbraci i sl. postepeno srašćuju i prekrivaju poluspilje. Barijere se šire i zatvaraju složene spiljske šupljine, a na njima se naseljava bujna vegetacija, pomoću koje nastaje nova i složena ekološka osnova. Uginula i urušena stabla bivaju inkrustirana i pridonose složenosti barijera. Zbog složenog razlijevanja vode i bogatog zelenila, sedrene ustave su izuzetno atraktivna i poučna prirodna pojava.
sedrena barijera je složen i osjetljiv oblik. Potres i visoke vode izazivaju manja i veća oštećenja i urušavanja nad spiljskim šupljinama; odron manjih dijelova je česta pojava. Od zdrobljene sedre se odvaja fini, bjeličasti mulj koji prekriva nizvodno korito rijeka odnosno dno jezera, to ispunjava pukotine i omogućuje zadržavanje vode na krškoj podlozi (v. prirodna hidrološka sanacija).
pored živih, koje se i dalje razvijaju, imamo i umrtvljene, znatnim dijelom razorene ustave. Zbog iz mjene ekoloških uvjeta i degradiranja biljnog pokrova ojačalo je spiranje padina i zatrpana su jezera; nizvodni transport trošina ubija sedrotvornu vegetaciju, umrtvljuje barijeru a dalja erozija razara te ostaju mali tragovi. Znatan dio tih izmjena uvjetovao je čovjek, koji je degradirao okolicu, oživio spiranje padina, a neumjesno intervenirao i na samim ustavama (gradnja mlinova, stupa i sl.). Još se nije u praksi dovoljno uočilo koliko su sedrene barijere osjetljiva i poukom bogata pojava. Iz tih prirodnih spomenika može se dokučiti koliko je složena mlada postglacijalna prošlost. Sedrene barijere ukazuju na značenje ekološke ravnoteže (v.), čije očuvanje postaje problem našeg vremena.";
D1.0162;HR;solnica;Roglić, 1973;"solnica – morska voda koja se rasprskava i vlaži priobalski pojas; što uvjetuje ogoljelost i utječe na razvoj griža priobalskog krša.";
D1.0163;HR;kremen;Roglić, 1973;kremen ili kvarc – mineral silicijeva dioksida (Si02), kristalizira se u heksagonskom sustavu. K. nalazimo u obliku konkrecija u nekim vapnencima i kredi.;
D1.0163;HR;kvarc;Roglić, 1973;kremen ili kvarc – mineral silicijeva dioksida (Si02), kristalizira se u heksagonskom sustavu. K. nalazimo u obliku konkrecija u nekim vapnencima i kredi.;
D2.0001;EN;biofilms;White and Culver, 2012;Biofilms on subaerial cave-wall surfaces, referred to as microbial draperies, cave-wall biofilms, or snottites, have been described from the several active sulfidic caves.;
D2.0001;EN;cave-wall biofilms;White and Culver, 2012;Biofilms on subaerial cave-wall surfaces, referred to as microbial draperies, cave-wall biofilms, or snottites, have been described from the several active sulfidic caves.;
D2.0001;EN;microbial draperies;White and Culver, 2012;Biofilms on subaerial cave-wall surfaces, referred to as microbial draperies, cave-wall biofilms, or snottites, have been described from the several active sulfidic caves.;
D2.0001;EN;snottites;White and Culver, 2012;Biofilms on subaerial cave-wall surfaces, referred to as microbial draperies, cave-wall biofilms, or snottites, have been described from the several active sulfidic caves.;
D2.0002;EN;lampenflora;Gabrovšek et al., 2011;Lampenflora is a complex community of organisms growing on illuminated areas such as rocky surfaces, sediment and artificial materials around lamps.;
D2.0002;EN;lampenflora;White and Culver, 2012;The result is the so-called lampenflora, that is, green plants (generally algae, fern, moss) developing on cave walls or formations close to a light source.;
D2.0003;EN;fungi;Gunn, 2004;Fungi are important decomposers in caves and produce a variety of extracellular enzymes (lipases, proteinases, and chitinases) that degrade organic detritus.;
D2.0004;EN;spring mounds;Klimchouk et al., 2014;In desert environments, spring mounds are hot beds of biological activity that, like soils, tend to be zones of high PCO2.;
D2.0005;EN;decomposers;Gillieson, 1996;decomposers - living things, chiefly bacteria and fungi, that subsist by extracting energy from tissues of dead animals and plants.detritivore organisms which feed on organic detritus, such as the dead parts of plants or the dead bodies and waste products of animals.;
D2.0006;EN;cave guano;Monroe, 1970;"cave guano :  Accumulations of dung in caves, generally from bats; in some places partially mineralized.";
D2.0006;EN;guano;Gams et al., 1973;guano: Akumulacija ekskrementov živali v jami, navadno netopirjev.;
D2.0006;HR;špiljski guano;Vrbanac, 2013;špiljski guano : Akumulacija izmeta u špiljama, uglavnom od šišmiša. Na nekim mjestima djelomično je mineraliziran.;
D2.0007;SL;razpoklinska poroznost;Šušteršič in Knez, 1995;razpoklinska poroznost - Hidrogeološki izraz. Delež praznega prostora v določeni prostomini kamnine, ki ga prispevajo odprte razpoke in lezike. ;
D2.0008;SL;jamar;Gams et al., 1973;jamar: Človek, ki odkriva, obiskuje in opisuje jame iz neturističnih namenov. V vsakdanji rabi človek, ki organizirano raziskuje jame bolj iz športnih nagibov.;
D2.0008;HR;špiljar;Vrbanac, 2013;špiljar, jamar : Osoba uključena u istraživanje špilje ili koja rekreativno ulazi u špilju. ;
D2.0008;HR;jamar;Vrbanac, 2013;špiljar, jamar : Osoba uključena u istraživanje špilje ili koja rekreativno ulazi u špilju. ;
D2.0008;HR;spelunker;Vrbanac, 2013;spelunker : Novinski ili laički izraz za špiljara.;
D2.0009;SL;jamoslovec;Gams et al., 1973;jamoslovec (speleolog): strokovnjak na področju speleologije.;
D2.0009;SL;speleolog;Gams et al., 1973;jamoslovec (speleolog): strokovnjak na področju speleologije.;
D2.0009;HR;speleolog;Vrbanac, 2013;"speleolog : Znanstvenik koji se bavi speleologijom, odnosno proučava špilje i njihove sadržaje.
Posebno onaj koji zaista ulazi u špilje.";
D2.0010;SL;jamski človek;Gams et al., 1973;jamski človek: Predzgodovinski (paleolitski, neolitski) človek, ki je izkoriščal jame kot pribežališce ali bivališce.;
D2.0011;SL;troglobiont;Gams et al., 1973;troglobiont: Jamska žival, ki živi le v podzemlju.;
D2.0012;SL;troglofil;Gams et al., 1973;troglofil: Jamoljubna žival, ki živi obdobno na zemeljskem površju (npr. netopir).;
D2.0013;SL;trogloksen;Gams et al., 1973;trogloksen: Žival, ki se v jamo samo zateče, biva v njej le obdobno.;
D3.0001;EN;juvenile pattern;Temovski, 2014 po Palmer and Audra, 2004 in Audra and Palmer, 2013;The juvenile pattern is a time-controlled pattern that prevails where soluble rocks are exposed by uplift and by removal of any impermeable cover.;
D3.0002;EN;secondary porosity;Bonacci, 1942;The term secondary porosity is used for the spaces created in carbonate rocks in the post-petrification period.;
D3.0002;SL;sekundarna poroznost;Vrviščar, 2016;Predkraška poroznost je posledica tektonskega razvoja kamninskega masiva in litoloških značilnosti kamnine, imenuje se razpoklinska poroznost, to je sekundarna poroznost.;
D3.0002;EN;secondary porosity;Ford and Williams, 2007;Sedimentologists define primary porosity as that created during deposition of the rock (i.e. created first) and secondary porosity as that produced during diagenesis.;
D3.0003;EN;storage coefficient;Bonacci, 1942 po UNESCO, 1984;Storage coefficient, S, is the volume of water released from the prism of a unit cross-sectional area whose height is the total thickness of the aquifer due to change in the piezometric level for 1 m. ;
D3.0004;EN;specific yield;Bonacci, 1942 po UNESCO, 1984;Specific yield is defined as the change in the water quantity in the storage per unit of area of the free surface of the aquifer.;
D3.0005;EN;permeability;Bonacci, 1942 po UNESCO, 1984;Permeability, K, is the property of rocks forming an underground reservoir, to allow water to flow with an appreciable velocity due to the existence of the pressure gradient.;
D3.0005;EN;permeability;Gillieson, 1996;permeability - the property of rock or soil permitting water to pass through it.;
D3.0005;SL;prepustnost;Stepišnik, 2011;Prepustnost je sposobnost kamnine, da prevaja tekočine.;
D3.0005;SL;prepustnost;Stepišnik, 2011;Prepustnost navadno opisujemo s parametrom, ki ga imenujemo hidravlična prevodnost.;
D3.0005;SL;propustnost;Gams et al., 1973;propustnost, vodna prepustnost, vodoprepustnost: Stopnja prepustnosti kraške kamnine. Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini.;
D3.0005;SL;vodna propustnost;Gams et al., 1973;propustnost, vodna prepustnost, vodoprepustnost: Stopnja prepustnosti kraške kamnine. Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini.;
D3.0005;SL;vodopropustnost;Gams et al., 1973;propustnost, vodna prepustnost, vodoprepustnost: Stopnja prepustnosti kraške kamnine. Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini.;
D3.0006;EN;porosity;Gillieson, 1996;porosity - the property of rock or soil of having small voids between the constituent particles. the voids may not interconnect.;
D3.0006;EN;porosity;White and Culver, 2012;Porosity is defined as the ratio of the volume of pores to the volume of bulk rock and is usually expressed as a percentage.;
D3.0006;SL;kraška poroznost;Šušteršič in Knez, 1995;kraška poroznost - Delež praznega prostora v določeni prostornini kamnine, ki ga prispevajo kraške votline. V nasprotju s splošnim prepričanjem je kraška poroznost tudi tam, kjer je kamnina močno zakrasela, v primerjavi z razpoklinsko poroznostjo majhna. O kraški poroznosti govorimo, kadar imajo kanali (odtod sinonim kanalska poroznost) bistven vpliv na način in količino pojavljanja vode v kamnini. ;
D3.0006;SL;poroznost;Šušteršič in Knez, 1995;poroznost - Delež praznega prostora v določeni prostomini kamnine. ;
D3.0007;EN;fracture aperture;White and Culver, 2012 po Dreybrodt and Gabrovšek, 2003 in Dreybrodt et al., 2005;The fracture aperture d (m) is a function in time of the initial aperture di (m) and the calcium flux rate F in a given fracture.;
D3.0058;SL;paragenetski prag;Šušteršič in Knez, 1995;paragenetski prag - Dimenzija kanala, pri kateri netopno plavje prekrije stene in bistveno zavre nadaljnje korozijsko večanje. ;
D3.0008;EN;visitor capacity;White and Culver, 2012;Visitor capacity is defined as the number of visitors to a given cave over a given time period, which does not permanently change the environmental parameters beyond their natural fluctuation range.;
D3.0009;EN;base level;White and Culver, 2012;Base level refers to sea level or the lowest level of master stream erosion.;
D3.0010;EN;primary porosity;Ford and Williams, 2007;Sedimentologists define primary porosity as that created during deposition of the rock (i.e. created first) and secondary porosity as that produced during diagenesis.;
D3.0011;EN;K;Gunn, 2004;K is a term describing the occurrence of swallow holes and fractures.;
D3.0012;EN;emanation;Gunn, 2004;Emanation is the net radon production rate in the rock walls of a cave, or in unconsolidated sediment within the cave, and ultimately depends on the concentration of uranium (which then decays to radium) in the material.;
D3.0013;EN;exhalation;Gunn, 2004;Exhalation is the proportion of radon produced that is released into the atmosphere.;
D3.0014;EN;margin;Gunn, 2004;The term “margin” refers to the position of the cave at the margin of the lens, and the term “flank” refers to the cave’ s position under the flank of the high ground that forms the island.;
D3.0015;EN;specific karstic ablation;Gilli, 2015;Specific karstic ablation is the relationship between the volume of limestone taken out of the system and the surface area of the affected region.;
D3.0016;EN;bathyphreatic;Gillieson, 1996;bathyphreatic - referring to water moving with some speed through downward looping passages in the phreatic zone.;
D3.0017;EN;dark zone;Gillieson, 1996;dark zone - the part of a cave which daylight does not reach.;
D3.0017;HR;zona mraka;Vrbanac, 2013;zona mraka : Dio špilje u kojem vlada vječiti mrak, a nalazi se iza zone sumraka.;
D3.0018;EN;sump;Gillieson, 1996;sump - a point in a cave passage when the water meets the roof.;
D3.0018;EN;sump;Monroe, 1970;sump :  A pool of underground water or point on an underground stream that has a submerged extension, the nature of which has not been determined.;
D3.0019;EN;level;Monroe, 1970;level :  The altitudinal relation of a cave floor to an outside surface.;
D3.0020;EN;threshold;Monroe, 1970;threshold :  That part of a cave system to which light penetrates in some degree.;
D3.0020;HR;prag;Vrbanac, 2013;prag : Dio špiljskog sustava do kojeg u nekoj mjeri prodire svjetlost;
D3.0021;SL;terciarna poroznost;Kodre, 2015;Kadar podzemna voda razširi razpoke do te mere, da se razvijejo kraški vodonosniki oziroma jame, govorimo o terciarni poroznosti.;
D3.0022;SL;temperaturni obrat;Stepišnik, 2019 po Žiberna, 1999;Temperaturni obrat je pojav, pri katerem temperatura zraka z višino narašča, namesto da bi padala.;
D3.0023;SL;tektonika;Stepišnik, 2011;Pomemben dejavnik pri oblikovanju polj je tektonika.;
D3.0024;SL;karbonatni prag;Stepišnik, 2011;Karbonatni prag je globina v oceanih, do katere se karbonati še odlagajo oziroma kjer je dinamika odlaganja večja od dinamike raztapljanja karbonatov.;
D3.0025;SL;Cab;Stepišnik, 2011;Cab je absorpcijski koeficient, ki je odvisen od temperature.;
D3.0026;SL;ravnovesna meja;Kodelja et al., 2013 po Porter, 2000, in Benn in Evans, 1998;"Ravnovesna meja je navidezna meja na ledeniku, vzdolž katere je masna bilanca enaka nič ; nahaja se na nadmorski višini, na kateri sta akumulacija in ablacija ledu v ravnovesju.";
D3.0026;SL;ravnovesna meja ledenikov;Žebre, 2015 po Hoinkes, 1970, in Cuffey in Paterson, 2010;Ravnovesna meja (RM) ledenikov na ledenikih je povprečna nadmorska višina, kjer je gledano za obdobje enega leta akumulacija snega enaka njegovi ablaciji.;
D3.0027;SL;nagnjenost gladine vode;Ferk, 2014 po Hickin, 2006, Ford in Williams, 2007, Stepišnik, 2011;Nagnjenost gladine vode je hidravlični gradient, ki je vektor, katerega dolžina je enaka spremembi hidravličnega potenciala na enoto dolžine in ima smer proti največjemu naraščanju hidravličnega potenciala.;
D3.0028;SL;boeglijev efekt;Šušteršič in Knez, 1995;boeglijev efekt - Značilna oblikovanost previsnih oz. izbočenih površin, glede na to, ali je voda, ki jih obliva, agresivna, ali sigotvorna. Agresivna voda ogladi previsne površine in vreže žlebove v izbočene. Sigotvorna voda, obratno, ogladi izbočene površine in oblikuje rebra na previsnih. Zadnje čase se boeglijev efekt pojavlja tudi kot sinonim za korozijo mešanice.;
D3.0029;SL;fazna meja;Šušteršič in Knez, 1995;fazna meja - Ploskev, ki v speleogenetskem prostoru ločuje matično kamnino od speleofaktov oz. speleofakte med seboj. ;
D3.0030;SL;Gamsov efekt;Šušteršič in Knez, 1995;Gamsov efekt - Način preoblikovanja svežnja, ko ponikalnica z nekraškega površja vnaša prod. Ker pretok in transportna moč vode nista popolnoma enakomerna, se plavje odlaga v globljih delih svežnja. To prisili vodo, da ubira pota po kanalih, ki so vse bliže piezometrični gladini. Če proces traja dovolj dolgo, voda končno izoblikuje tunelski rov vzdolž gladine podtalnice in teče po lastnem nasipu. Dejansko to pomeni vdor tluvialnih razmer v kraško podzemlje (transenvironmental effect) in Gamsov efekt je značilen za kras na nizvodnem stiku z nekrasom. l. Gams (1959) je tako razložil lego in nastanek večine največjih jam na Slovenskem. ;
D3.0031;SL;Gospodaričev efekt;Šušteršič in Knez, 1995;Gospodaričev efekt - Način preoblikovanja svežnja, ko voda prenaša prod, ki nastaja v samem kraškem podzemlju. Končni učinek je podoben Gamsovemu e., torej nastanejo tunelski rovi. Ker pa gre za manjše količine plavja kot v primeru Gamsovega e., niže ležeči kanali niso vedno zasuti. Gospodaričev e. ni vezan na stik krasa z nekrasom in je izjemen primer nekraškega mehanizma v čistem krasu. R. Gospodarič (1976) je tako razložil nastanek tunelskih rovov v Planinski jami. Podzemska Pivkajihje oblikovala s prodom, ki izvira iz podora Planinske koleševke. ;
D3.0032;SL;penetracijska razdalja;Šušteršič in Knez, 1995;penetracijska razdalja - Razdalja, do katere zaradi reakcije s prikamnino prenikujoči vodi agresivnost upade na 10% začetne vrednosti. Pri majhnih hitrostih so p. r. zelo kratke, kar je navedlo na misel, da se nastajanje jam s pomočjo raztopljenega atmosferskega C02 pravzaprav ne more začeti.;
D3.0033;SL;prebojni čas;Šušteršič in Knez, 1995;prebojni čas - Čas med začetjem in prebojem.;
D3.0034;SL;prevajanje;Šušteršič in Knez, 1995;prevajanje - speleogenetska faza ko je paragenetski prag prekoračen. ;
D3.0035;SL;rast;Šušteršič in Knez, 1995;rast - Speleogenetska faza med prebojem in paragenetskim pragom.;
D3.0036;SL;speleogenetska faza;Šušteršič in Knez, 1995;speleogenetska faza - Časovno obdobje, v katerem vladajo v svežnju oz. kanalih stalne hidrodinamske razmere, na katere se oblikovanje kanala odziva na značilen način. ;
